,Line_Lyrics
20043,bueno chico me importa un carajo
20044,veo que intentas llegar a mi
20045,te veo rogando de rodillas
20046,chico me importa un carajo
20047,así que deja de intentar llegar a mí
20048,tch levántate de rodillas
20049,porque chico me importa un carajo
20050,acerca de ti
20051,no me importa un carajo
20052,sigues recordando cuando eras mi hombre
20053,pero te superé
20054,ahora estás en el pasado
20055,hablas toda esa dulce charla pero no voy a volver
20056,te corté
20057,no necesito tu amor
20058,para que puedas probar todo lo que quieras
20059,tu tiempo se acabó te diré por qué
20060,te diré porque
20061,dices que lo sientes pero ya es demasiado tarde
20062,así que guárdalo vete cállate
20063,porque si crees que me preocupo por ti ahora
20064,bueno chico me importa un carajo
20065,veo que intentas llegar a mi
20066,te veo rogando de rodillas
20067,chico me importa un carajo
20068,así que deja de intentar llegar a mí 
20069,tch levántate de rodillas
20070,porque chico me importa un carajo
20071,ah yeah
20072,ah yeah
20073,he calls me the devil
20074,i make him wanna sin
20075,every time i knock he cant help but let me in
20076,must be homesick for the real
20077,im the realest it gets
20078,you probably still adore me
20079,with my hands around your neck
20080,can you feel the warmth yeah
20081,as my kiss goes down you like some sweet alcohol
20082,where im coming from yeah
20083,its the darker side of me that makes you feel so numb
20084,cause i m hot like hell
20085,does it burn when im not there 
20086,and youre by yourself
20087,am i the answer to your prayers 
20088,im giving you that pleasure heaven
20089,and ill give it to you
20090,hotter than hell
20091,hotter than hell
20092,youre my manna from heaven
20093,we all gotta get fed
20094,can t let me know im wanted
20095,can t let me in your head
20096,im not here to make you kneel
20097,but its praise that i get
20098,you aint gonna walk free boy
20099,not finished with you yet no
20100,can you feel the warmth yeah
20101,as my kiss goes down you like some sweet alcohol
20102,where i m coming from yeah
20103,its the darker side of me that makes you feel so numb
20104,cause im hot like hell
20105,does it burn when im not there 
20106,and youre by yourself
20107,am i the answer to your prayers 
20108,im giving you that pleasure heaven
20109,and ill give it to you
20110,hotter than hell
20111,hotter than hell
20112,oh youre down right there
20113,you make me feel right there
20114,when you lay me down right there
20115,we just make it right there
20116,cause youre looking so right there
20117,baby you should touch me right there
20118,if you take me right there
20119,we could make it
20120,cause im hot like hell
20121,does it burn when im not there 
20122,and youre by yourself
20123,am i the answer to your prayers 
20124,im giving you that pleasure heaven
20125,and ill give it to you
20126,hotter than hell
20127,hotter than hell
20128,hotter than hell
20129,hotter than hell
20130,and ill give it to you
20131,hotter than hell
20132,cinta yang umum bukan untuk kita
20133,kita bisa menciptakan sesuatu yang luar biasa
20134,setujukah kamu dengan saya 
20135,setujukah kamu dengan saya 
20136,kamu membuat saya merasa bahagia tiada tara
20137,tidak ada satu hal pun di planet ini yang dapat menandinginya
20138,setujukah kamu dengan saya 
20139,setujukah kamu dengan saya 
20140,kenapa harus menutup mata jika kamu ada di samping saya 
20141,sepanjang malam saya akan merusuh bersamamu
20142,saya tahu kamu pasti mendukung saya dan kamu tahu saya akan mendukungmu
20143,ayolah ayolah ayolah 
20144,mari bercinta
20145,lampu sudah padam ikuti iramanya
20146,sayang teruslah menari seakan akan tak ada pilihan lainnya
20147,jadi ayolah ayolah ayolah 
20148,mari bercinta
20149,adrenalin berpacu dengan kencangnya
20150,menyukai simulasi yang kita bayangkan bersama
20151,setujukah kamu dengan saya 
20152,setujukah kamu dengan saya 
20153,saya tidak ingin hidup di kehidupan lainnya
20154,karena kehidupan yang satu ini sudah sangat menyenangkan rasanya
20155, jalani saja
20156,kenapa harus menutup mata jika kamu ada di samping saya 
20157,sepanjang malam saya akan merusuh bersamamu
20158,saya tahu kamu pasti mendukung saya dan kamu tahu saya akan mendukungmu
20159,ayolah ayolah ayolah 
20160,mari bercinta
20161,lampu sudah padam ikuti iramanya
20162,sayang teruslah menari seakan akan tak ada pilihan lainnya
20163,jadi ayolah ayolah ayolah 
20164,mari bercinta
20165,sedikit lagi sedikit lebih erat lagi
20166,ayolah bertahanlah jika kamu sudah siap katakan pada saya
20167,ayolah 
20168,sayang teruslah berdansa
20169,mari bercinta
20170,sedikit lagi sedikit lebih erat lagi
20171,ayolah bertahanlah jika kamu sudah siap katakan pada saya
20172,ayolah 
20173,sayang teruslah berdansa
20174,mari bercinta
20175,sepanjang malam saya akan merusuh bersamamu
20176,saya tahu kamu pasti mendukung saya dan kamu tahu saya akan mendukungmu
20177,jadi ayolah ayolah ayolah 
20178,mari bercinta
20179,lampu sudah padam ikutilah iramanya
20180,sayang teruslah menari seakan akan tak ada pilihan lainnya
20181,jadi ayolah ayolah ayolah 
20182,mari bercinta
20183,mari bercinta 
20184,bercinta 
20185,mari bercinta 
20186,ayolah ber ber ber bercinta
20187,one kiss is all it takes
20188,fallin in love with me
20189,possibilities
20190,i look like all you need
20191,come on everyone lets see you singing along
20192,let me see your hands
20193,let me take the night it goes real easy
20194,and i know that youll still wanna see me
20195,on the sunday morning music real loud
20196,let me move you while the moon is still out 
20197,something in you
20198,lit up heaven in me
20199,the feeling wont let me sleep
20200,cause im lost in the way you move the way you seem
20201,one kiss is all it takes
20202,fallin in love with me
20203,possibilities
20204,i look like all you need
20205,one kiss is all it takes
20206,fallin in love with me
20207,possibilities
20208,i look like all you need
20209,darling
20210,i just wanna hold your hand in mine
20211,see your eyes blue like the morning
20212,right here in the message when you smile
20213,take my time
20214,something in you
20215,lit up heaven in me
20216,the feeling wont let me sleep
20217,cause im lost in the way you move the way you seem
20218,one kiss is all it takes
20219,fallin in love with me
20220,the bili bilities
20221,i look like all you need
20222,one kiss is all it takes
20223,fallin in love with me
20224,possibilities
20225,i look like all you need
20226,darling
20227,see wonderland in your eyes oh
20228,might need to talk to you tonight
20229,something in you
20230,lit up heaven in me
20231,the feeling wont let me sleep
20232,cause im lost in the way you move the way you seem
20233,one kiss is all it takes
20234,fallin in love with me
20235,possibilities
20236,i look like all you need
20237,one kiss is all it takes
20238,fallin in love with me
20239,possibilities
20240,i look like all you need
20241,fallin
20242,fallin
20243,just been in me
20244,i thought you might change
20245,ive always been the one to say the first goodbye
20246,had to love and lose a hundred million times
20247,had to get it wrong to know just what i like
20248,now im falling
20249,you say my name like i have never heard before
20250,im indecisive but this time i know for sure
20251,i hope im not the only one that feels it all
20252,are you falling 
20253,centre of attention
20254,you know you can get whatever you want from me
20255,whenever you want it baby
20256,its you in my reflection
20257,im afraid of all the things it could do to me
20258,if i wouldve known it baby
20259,i wouldve stayed at home
20260,cause i was doing better alone
20261,but when you said hello
20262,i knew that was the end of it all
20263,i shouldve stayed at home
20264,cause now there aint no letting you go
20265,am i falling in love with the one that could break my heart 
20266,oh no i was doing better alone
20267,but when you said hello
20268,i knew that was the end of it all
20269,i shouldve stayed at home
20270,cause now there aint no letting you go
20271,am i falling in love with the one that could break my heart 
20272,i wonder when you go if i stay on your mind
20273,two can play that game but you win me every time
20274,everyone before you was a waste of time
20275,yeah you got me
20276,centre of attention
20277,you know you can get whatever you want from me
20278,whenever you want it baby
20279,its you in my reflection
20280,im afraid of all the things it could do to me
20281,if i wouldve known it baby
20282,i wouldve stayed at home
20283,cause i was doing better alone
20284,but when you said hello
20285,i knew that was the end of it all
20286,i shouldve stayed at home 
20287,cause now there aint no letting you go
20288,am i falling in love with the one that could break my heart 
20289,oh no i was doing better alone
20290,but when you said hello
20291,i knew that was the end of it all
20292,i shouldve stayed at home
20293,cause now there aint no letting you go
20294,am i falling in love with the one that could break my heart 
20295,ooh break my heart
20296,ooh break my heart
20297,ooh
20298,am i falling in love with the one that could break my heart 
